T	I	Q
66	0.010172584574320354	-0.012432796116627287
67	0.012547832178825047	-0.010234426175884437
68	0.011394140485208482	-0.008379551538382657
69	0.01085122674703598	-0.010165727115236223
70	0.010715498312492855	-0.011608407388848718
71	0.011529868919751607	-0.012776291419868357
72	0.010783362529764418	-0.010097028054588009
73	0.012208511092467234	-0.00892914402356837
74	0.011801325788837858	-0.010097028054588009
75	0.009968991922505666	-0.011539708328200504
76	0.01186919000610942	-0.012776291419868357
77	0.012072782657924108	-0.010440523357829079
78	0.010919090964307543	-0.008997843084216584
79	0.011665597354294732	-0.010165727115236223
80	0.010783362529764418	-0.011677106449496932
81	0.011394140485208482	-0.011264912085607648
82	0.011937054223380983	-0.010715319600421935
83	0.012412103744281922	-0.008242153417086229
84	0.01159773313702317	-0.00927263932680944
85	0.010376177226135042	-0.011745805510145146
86	0.011529868919751607	-0.012844990480516572
87	0.012547832178825047	-0.010303125236532651
88	0.011529868919751607	-0.009135241205513012
89	0.01085122674703598	-0.008723046841623727
90	0.010783362529764418	-0.011745805510145146
91	0.012072782657924108	-0.01263889329857193
92	0.012479967961553484	-0.010165727115236223
93	0.01261569639609661	-0.008860444962920155
94	0.011937054223380983	-0.010577921479125507
95	0.011733461571566295	-0.012501495177275501
96	0.011326276267936919	-0.01366937920829514
97	0.012004918440652546	-0.010852717721718363
98	0.01261569639609661	-0.008997843084216584
99	0.012140646875195671	-0.010097028054588009
100	0.01057976987794973	-0.012913689541164786
101	0.010919090964307543	-0.012020601752738003
102	0.011190547833393794	-0.010990115843014792
103	0.012344239527010359	-0.009203940266161226
104	0.011462004702480044	-0.010509222418477293
105	0.012208511092467234	-0.012226698934682645
106	0.011258412050665356	-0.012226698934682645
107	0.01261569639609661	-0.010371824297180865
108	0.012479967961553484	-0.009066542144864798
109	0.01159773313702317	-0.00927263932680944
110	0.01186919000610942	-0.012501495177275501
111	0.011054819398850668	-0.011677106449496932
112	0.012479967961553484	-0.010440523357829079
113	0.012344239527010359	-0.008173454356438015
114	0.010647634095221292	-0.010303125236532651
115	0.013294338568812236	-0.012295397995330859
116	0.012072782657924108	-0.012364097055979073
117	0.01261569639609661	-0.01078401866107015
118	0.013294338568812236	-0.008516949659679085
119	0.010715498312492855	-0.00995962993329158
120	0.010986955181579106	-0.011196213024959434
121	0.010172584574320354	-0.012982388601813
122	0.012547832178825047	-0.010165727115236223
123	0.012004918440652546	-0.009066542144864798
124	0.012004918440652546	-0.009135241205513012
125	0.010104720357048791	-0.012364097055979073
126	0.011462004702480044	-0.01181450457079336
127	0.010511905660678167	-0.010303125236532651
128	0.012072782657924108	-0.008723046841623727
129	0.010919090964307543	-0.009203940266161226
130	0.01159773313702317	-0.011402310206904076
131	0.010444041443406604	-0.011951902692089789
132	0.012344239527010359	-0.010440523357829079
133	0.012683560613368172	-0.008791745902271941
134	0.011801325788837858	-0.009684833690698724
135	0.010511905660678167	-0.010990115843014792
136	0.010919090964307543	-0.012913689541164786
137	0.011462004702480044	-0.01147100926755229
138	0.01159773313702317	-0.009066542144864798
139	0.012344239527010359	-0.010165727115236223
140	0.010240448791591916	-0.011196213024959434
141	0.010986955181579106	-0.012364097055979073
142	0.01261569639609661	-0.010097028054588009
143	0.011258412050665356	-0.008654347780975513
144	0.011394140485208482	-0.009890930872643366
145	0.010376177226135042	-0.011745805510145146
146	0.012140646875195671	-0.01215799987403443
147	0.011801325788837858	-0.011264912085607648
148	0.012208511092467234	-0.008242153417086229
149	0.012004918440652546	-0.00961613463005051
150	0.010376177226135042	-0.011745805510145146
151	0.011462004702480044	-0.012295397995330859
152	0.010919090964307543	-0.011058814903663006
153	0.012276375309738796	-0.008310852477734443
154	0.010986955181579106	-0.009822231811995152
155	0.010783362529764418	-0.012364097055979073
156	0.01159773313702317	-0.013188485783757642
157	0.01159773313702317	-0.011264912085607648
158	0.012547832178825047	-0.010509222418477293
159	0.011665597354294732	-0.010234426175884437
160	0.011122683616122231	-0.012776291419868357
161	0.011054819398850668	-0.013188485783757642
162	0.012072782657924108	-0.011539708328200504
163	0.012344239527010359	-0.008997843084216584
164	0.010986955181579106	-0.009753532751346938
165	0.010172584574320354	-0.011264912085607648
166	0.01261569639609661	-0.012570194237923715
167	0.012140646875195671	-0.010852717721718363
168	0.011733461571566295	-0.007967357174493372
169	0.010919090964307543	-0.009822231811995152
170	0.01261569639609661	-0.011196213024959434
171	0.012547832178825047	-0.012913689541164786
172	0.012276375309738796	-0.011677106449496932
173	0.01085122674703598	-0.008997843084216584
174	0.011394140485208482	-0.009066542144864798
175	0.010240448791591916	-0.011883203631441575
176	0.012208511092467234	-0.013119786723109428
177	0.010919090964307543	-0.011539708328200504
178	0.011529868919751607	-0.008448250599030871
179	0.01085122674703598	-0.009890930872643366
180	0.010919090964307543	-0.012364097055979073
181	0.012276375309738796	-0.012982388601813
182	0.012276375309738796	-0.01112751396431122
183	0.012004918440652546	-0.00961613463005051
184	0.011462004702480044	-0.009203940266161226
185	0.011122683616122231	-0.011745805510145146
186	0.011394140485208482	-0.012364097055979073
187	0.012140646875195671	-0.010303125236532651
188	0.012140646875195671	-0.008585648720327299
189	0.012140646875195671	-0.009822231811995152
190	0.011326276267936919	-0.01112751396431122
191	0.011326276267936919	-0.012226698934682645
192	0.010783362529764418	-0.010371824297180865
193	0.01085122674703598	-0.007967357174493372
194	0.011529868919751607	-0.008860444962920155
195	0.010308313008863479	-0.01147100926755229
196	0.011122683616122231	-0.011745805510145146
197	0.012072782657924108	-0.010097028054588009
198	0.012140646875195671	-0.009203940266161226
199	0.011801325788837858	-0.010097028054588009
200	0.009968991922505666	-0.011402310206904076
201	0.011462004702480044	-0.012295397995330859
202	0.013769388089713175	-0.010852717721718363
203	0.012412103744281922	-0.008379551538382657
204	0.011801325788837858	-0.009547435569402296
205	0.011801325788837858	-0.013051087662461214
206	0.012004918440652546	-0.012707592359220143
207	0.01159773313702317	-0.010852717721718363
208	0.013226474351540674	-0.009547435569402296
209	0.011122683616122231	-0.010028328993939795
210	0.01186919000610942	-0.011402310206904076
211	0.01186919000610942	-0.01215799987403443
212	0.01288715326518286	-0.010577921479125507
213	0.011462004702480044	-0.008723046841623727
214	0.012751424830639735	-0.009410037448105868
215	0.011190547833393794	-0.011951902692089789
216	0.011462004702480044	-0.012570194237923715
217	0.011665597354294732	-0.009822231811995152
218	0.012955017482454423	-0.009684833690698724
219	0.011258412050665356	-0.009547435569402296
220	0.012547832178825047	-0.011402310206904076
221	0.012412103744281922	-0.012364097055979073
222	0.01261569639609661	-0.011333611146255862
223	0.01315861013426911	-0.009341338387457654
224	0.011733461571566295	-0.010028328993939795
225	0.011326276267936919	-0.011883203631441575
226	0.011258412050665356	-0.012913689541164786
227	0.012751424830639735	-0.010646620539773721
228	0.012276375309738796	-0.008723046841623727
229	0.011665597354294732	-0.009890930872643366
230	0.011529868919751607	-0.011745805510145146
231	0.011529868919751607	-0.012364097055979073
232	0.012072782657924108	-0.010303125236532651
233	0.012276375309738796	-0.008791745902271941
234	0.01085122674703598	-0.009478736508754082
235	0.011733461571566295	-0.011883203631441575
236	0.01057976987794973	-0.012295397995330859
237	0.01159773313702317	-0.010646620539773721
238	0.01315861013426911	-0.008997843084216584
239	0.012751424830639735	-0.009135241205513012
240	0.012479967961553484	-0.011745805510145146
241	0.01085122674703598	-0.012776291419868357
242	0.011258412050665356	-0.010440523357829079
243	0.011733461571566295	-0.008585648720327299
244	0.011054819398850668	-0.009684833690698724
245	0.011258412050665356	-0.012570194237923715
246	0.010783362529764418	-0.011745805510145146
247	0.012208511092467234	-0.010921416782366578
248	0.013497931220626924	-0.00995962993329158
249	0.013294338568812236	-0.009822231811995152
250	0.010240448791591916	-0.01181450457079336
251	0.011801325788837858	-0.012501495177275501
252	0.01288715326518286	-0.010097028054588009
253	0.012344239527010359	-0.008791745902271941
254	0.011665597354294732	-0.00995962993329158
255	0.011665597354294732	-0.011402310206904076
256	0.010308313008863479	-0.012226698934682645
257	0.011258412050665356	-0.010371824297180865
258	0.013769388089713175	-0.008585648720327299
259	0.012004918440652546	-0.009547435569402296
260	0.010240448791591916	-0.011745805510145146
261	0.012412103744281922	-0.012295397995330859
262	0.011529868919751607	-0.011196213024959434
263	0.012819289047911298	-0.008997843084216584
264	0.011529868919751607	-0.009341338387457654
265	0.010783362529764418	-0.011539708328200504
266	0.010986955181579106	-0.012226698934682645
267	0.011937054223380983	-0.011745805510145146
268	0.011801325788837858	-0.008723046841623727
269	0.011258412050665356	-0.009822231811995152
270	0.011054819398850668	-0.012364097055979073
271	0.011326276267936919	-0.012501495177275501
272	0.011665597354294732	-0.011264912085607648
273	0.011733461571566295	-0.00961613463005051
274	0.010715498312492855	-0.008860444962920155
275	0.00983326348796254	-0.011333611146255862
276	0.01159773313702317	-0.011883203631441575
277	0.012140646875195671	-0.010715319600421935
278	0.012072782657924108	-0.00927263932680944
279	0.011054819398850668	-0.00927263932680944
280	0.01159773313702317	-0.01215799987403443
281	0.010986955181579106	-0.011883203631441575
282	0.01159773313702317	-0.00995962993329158
283	0.011733461571566295	-0.008585648720327299
284	0.010444041443406604	-0.009890930872643366
285	0.012208511092467234	-0.01112751396431122
286	0.010715498312492855	-0.012707592359220143
287	0.010376177226135042	-0.01112751396431122
288	0.012004918440652546	-0.008173454356438015
289	0.013226474351540674	-0.009822231811995152
290	0.012208511092467234	-0.011264912085607648
291	0.011529868919751607	-0.012707592359220143
292	0.011054819398850668	-0.01147100926755229
293	0.01057976987794973	-0.009684833690698724
294	0.01159773313702317	-0.010371824297180865
295	0.01159773313702317	-0.012226698934682645
296	0.012072782657924108	-0.012844990480516572
297	0.012208511092467234	-0.011196213024959434
298	0.011733461571566295	-0.00892914402356837
299	0.01186919000610942	-0.010097028054588009
300	0.011733461571566295	-0.012364097055979073
301	0.010511905660678167	-0.012226698934682645
302	0.010715498312492855	-0.010509222418477293
303	0.012547832178825047	-0.009135241205513012
304	0.011937054223380983	-0.010097028054588009
305	0.010647634095221292	-0.012295397995330859
306	0.009765399270690978	-0.012295397995330859
307	0.010783362529764418	-0.010097028054588009
308	0.01186919000610942	-0.008791745902271941
309	0.010308313008863479	-0.00927263932680944
310	0.011258412050665356	-0.01181450457079336
311	0.010511905660678167	-0.012570194237923715
312	0.012072782657924108	-0.011196213024959434
313	0.012955017482454423	-0.009684833690698724
314	0.010919090964307543	-0.009822231811995152
315	0.011733461571566295	-0.010921416782366578
316	0.011054819398850668	-0.01215799987403443
317	0.010715498312492855	-0.010646620539773721
318	0.01288715326518286	-0.008379551538382657
319	0.012140646875195671	-0.009341338387457654
320	0.011258412050665356	-0.012089300813386217
321	0.011529868919751607	-0.012364097055979073
322	0.01186919000610942	-0.010852717721718363
323	0.012344239527010359	-0.008516949659679085
324	0.011529868919751607	-0.00927263932680944
325	0.012412103744281922	-0.012295397995330859
326	0.011258412050665356	-0.012570194237923715
327	0.011462004702480044	-0.010577921479125507
328	0.01186919000610942	-0.00927263932680944
329	0.011394140485208482	-0.00961613463005051
330	0.011258412050665356	-0.01181450457079336
331	0.011462004702480044	-0.012226698934682645
332	0.01186919000610942	-0.010509222418477293
333	0.01085122674703598	-0.010303125236532651
334	0.011462004702480044	-0.009341338387457654
335	0.012072782657924108	-0.011058814903663006
336	0.012412103744281922	-0.01263889329857193
337	0.011801325788837858	-0.00995962993329158
338	0.01186919000610942	-0.008997843084216584
339	0.01186919000610942	-0.00961613463005051
340	0.01057976987794973	-0.011264912085607648
341	0.011462004702480044	-0.012364097055979073
342	0.011326276267936919	-0.01112751396431122
343	0.011665597354294732	-0.009066542144864798
344	0.00956180661887629	-0.009410037448105868
345	0.01085122674703598	-0.01112751396431122
346	0.010172584574320354	-0.013051087662461214
347	0.013565795437898487	-0.011333611146255862
348	0.012819289047911298	-0.008379551538382657
349	0.01159773313702317	-0.010097028054588009
350	0.010308313008863479	-0.011333611146255862
351	0.010444041443406604	-0.011951902692089789
352	0.012072782657924108	-0.011196213024959434
353	0.01186919000610942	-0.009066542144864798
354	0.01159773313702317	-0.009547435569402296
355	0.011462004702480044	-0.011745805510145146
356	0.012819289047911298	-0.01181450457079336
357	0.01159773313702317	-0.011333611146255862
358	0.011937054223380983	-0.00927263932680944
359	0.012072782657924108	-0.00995962993329158
360	0.00983326348796254	-0.01181450457079336
361	0.011326276267936919	-0.012501495177275501
362	0.013226474351540674	-0.01112751396431122
363	0.012072782657924108	-0.009066542144864798
364	0.011394140485208482	-0.00995962993329158
365	0.012004918440652546	-0.011196213024959434
366	0.011258412050665356	-0.013051087662461214
367	0.012276375309738796	-0.01112751396431122
368	0.01159773313702317	-0.008585648720327299
369	0.011326276267936919	-0.009753532751346938
370	0.01186919000610942	-0.011058814903663006
371	0.009358213967061602	-0.012432796116627287
372	0.011394140485208482	-0.010646620539773721
373	0.012955017482454423	-0.00892914402356837
374	0.011122683616122231	-0.010440523357829079
375	0.011122683616122231	-0.011608407388848718
376	0.010919090964307543	-0.011677106449496932
377	0.011258412050665356	-0.011196213024959434
378	0.011665597354294732	-0.009341338387457654
379	0.01288715326518286	-0.010234426175884437
380	0.012276375309738796	-0.011539708328200504
381	0.011054819398850668	-0.011951902692089789
382	0.012412103744281922	-0.010646620539773721
383	0.013294338568812236	-0.009341338387457654
384	0.012072782657924108	-0.009547435569402296
385	0.011394140485208482	-0.01215799987403443
386	0.011665597354294732	-0.012913689541164786
387	0.011733461571566295	-0.010921416782366578
388	0.01315861013426911	-0.009547435569402296
389	0.011937054223380983	-0.00961613463005051
390	0.011054819398850668	-0.011539708328200504
391	0.010444041443406604	-0.011677106449496932
392	0.012819289047911298	-0.010715319600421935
393	0.01159773313702317	-0.008654347780975513
394	0.010240448791591916	-0.008791745902271941
395	0.011258412050665356	-0.01078401866107015
396	0.011529868919751607	-0.012501495177275501
397	0.013090745916997548	-0.010440523357829079
398	0.011937054223380983	-0.009341338387457654
399	0.012479967961553484	-0.00927263932680944
400	0.011122683616122231	-0.011883203631441575
401	0.009697535053419415	-0.012020601752738003
402	0.012208511092467234	-0.010715319600421935
403	0.012683560613368172	-0.009341338387457654
404	0.011801325788837858	-0.009203940266161226
405	0.011190547833393794	-0.01215799987403443
406	0.011326276267936919	-0.012570194237923715
407	0.012819289047911298	-0.01112751396431122
408	0.013701523872441612	-0.00927263932680944
409	0.010240448791591916	-0.009684833690698724
410	0.011937054223380983	-0.011058814903663006
411	0.010715498312492855	-0.012364097055979073
412	0.011462004702480044	-0.011196213024959434
413	0.012547832178825047	-0.008997843084216584
414	0.011529868919751607	-0.010440523357829079
415	0.011733461571566295	-0.012089300813386217
416	0.01057976987794973	-0.012432796116627287
417	0.012276375309738796	-0.010097028054588009
418	0.012276375309738796	-0.009066542144864798
419	0.012208511092467234	-0.009822231811995152
420	0.01261569639609661	-0.01181450457079336
421	0.01186919000610942	-0.012226698934682645
422	0.011665597354294732	-0.011196213024959434
423	0.011733461571566295	-0.00892914402356837
424	0.012208511092467234	-0.009753532751346938
425	0.011054819398850668	-0.011608407388848718
426	0.01085122674703598	-0.012089300813386217
427	0.012004918440652546	-0.010852717721718363
428	0.010986955181579106	-0.009066542144864798
429	0.011054819398850668	-0.00961613463005051
430	0.011462004702480044	-0.01263889329857193
431	0.011054819398850668	-0.012776291419868357
432	0.013022881699725986	-0.010852717721718363
433	0.013701523872441612	-0.009135241205513012
434	0.011394140485208482	-0.009478736508754082
435	0.012140646875195671	-0.011402310206904076
436	0.010376177226135042	-0.012364097055979073
437	0.01057976987794973	-0.01112751396431122
438	0.012751424830639735	-0.009135241205513012
439	0.010511905660678167	-0.008997843084216584
440	0.012683560613368172	-0.012020601752738003
441	0.011529868919751607	-0.01263889329857193
442	0.011394140485208482	-0.010097028054588009
443	0.013090745916997548	-0.009135241205513012
444	0.012140646875195671	-0.009478736508754082
445	0.011529868919751607	-0.011745805510145146
446	0.011122683616122231	-0.012501495177275501
447	0.011394140485208482	-0.010921416782366578
448	0.013090745916997548	-0.009341338387457654
449	0.01159773313702317	-0.009478736508754082
450	0.010919090964307543	-0.011196213024959434
451	0.011258412050665356	-0.012089300813386217
452	0.012276375309738796	-0.010234426175884437
453	0.011801325788837858	-0.009135241205513012
454	0.010919090964307543	-0.009684833690698724
455	0.011529868919751607	-0.01215799987403443
456	0.011190547833393794	-0.01215799987403443
457	0.011733461571566295	-0.011264912085607648
458	0.011529868919751607	-0.008791745902271941
459	0.01186919000610942	-0.010097028054588009
460	0.011122683616122231	-0.011402310206904076
461	0.010715498312492855	-0.012501495177275501
462	0.012547832178825047	-0.010852717721718363
463	0.011665597354294732	-0.009341338387457654
464	0.01186919000610942	-0.009478736508754082
465	0.012412103744281922	-0.011745805510145146
466	0.010919090964307543	-0.012364097055979073
467	0.011122683616122231	-0.010509222418477293
468	0.012412103744281922	-0.008723046841623727
469	0.012276375309738796	-0.009410037448105868
470	0.011462004702480044	-0.011539708328200504
471	0.010444041443406604	-0.012020601752738003
472	0.011665597354294732	-0.010509222418477293
473	0.010919090964307543	-0.009410037448105868
474	0.01085122674703598	-0.009478736508754082
475	0.011733461571566295	-0.01181450457079336
476	0.009697535053419415	-0.012364097055979073
477	0.012479967961553484	-0.010646620539773721
478	0.011733461571566295	-0.008173454356438015
479	0.01159773313702317	-0.009684833690698724
480	0.011462004702480044	-0.010921416782366578
481	0.011394140485208482	-0.012020601752738003
482	0.011054819398850668	-0.010921416782366578
483	0.01261569639609661	-0.008654347780975513
484	0.010308313008863479	-0.009478736508754082
485	0.012140646875195671	-0.011058814903663006
486	0.011054819398850668	-0.012226698934682645
487	0.010783362529764418	-0.01147100926755229
488	0.011937054223380983	-0.008997843084216584
489	0.012208511092467234	-0.008791745902271941
490	0.012208511092467234	-0.01263889329857193
491	0.01159773313702317	-0.012020601752738003
492	0.012683560613368172	-0.011608407388848718
493	0.011801325788837858	-0.00927263932680944
494	0.011529868919751607	-0.009410037448105868
495	0.011054819398850668	-0.011745805510145146
496	0.01085122674703598	-0.012501495177275501
497	0.011665597354294732	-0.010852717721718363
498	0.01261569639609661	-0.009478736508754082
499	0.012140646875195671	-0.009410037448105868
500	0.011462004702480044	-0.012570194237923715
501	0.011801325788837858	-0.01181450457079336
502	0.011801325788837858	-0.010715319600421935
503	0.011733461571566295	-0.00995962993329158
504	0.011733461571566295	-0.009478736508754082
505	0.011529868919751607	-0.01147100926755229
506	0.011326276267936919	-0.012089300813386217
507	0.011326276267936919	-0.010921416782366578
508	0.012276375309738796	-0.009341338387457654
509	0.011326276267936919	-0.009753532751346938
510	0.010919090964307543	-0.011539708328200504
511	0.011122683616122231	-0.012844990480516572
512	0.011190547833393794	-0.010371824297180865
513	0.013769388089713175	-0.008860444962920155
514	0.011733461571566295	-0.008723046841623727
515	0.01159773313702317	-0.011264912085607648
516	0.012412103744281922	-0.011951902692089789
517	0.013090745916997548	-0.011264912085607648
518	0.01186919000610942	-0.008379551538382657
519	0.012412103744281922	-0.009890930872643366
520	0.010783362529764418	-0.011264912085607648
521	0.011258412050665356	-0.012570194237923715
522	0.012547832178825047	-0.011196213024959434
523	0.01261569639609661	-0.008997843084216584
524	0.010986955181579106	-0.009135241205513012
525	0.010986955181579106	-0.011745805510145146
526	0.009968991922505666	-0.012364097055979073
527	0.012208511092467234	-0.00995962993329158
528	0.013430067003355362	-0.00892914402356837
529	0.010308313008863479	-0.009135241205513012
530	0.009765399270690978	-0.011264912085607648
531	0.012344239527010359	-0.012089300813386217
532	0.011529868919751607	-0.010303125236532651
533	0.011937054223380983	-0.009341338387457654
534	0.011529868919751607	-0.00995962993329158
535	0.011258412050665356	-0.011608407388848718
536	0.010647634095221292	-0.012570194237923715
537	0.010783362529764418	-0.010990115843014792
538	0.012208511092467234	-0.008997843084216584
539	0.010986955181579106	-0.008997843084216584
540	0.01057976987794973	-0.01147100926755229
541	0.010783362529764418	-0.013051087662461214
542	0.012819289047911298	-0.011058814903663006
543	0.013294338568812236	-0.008860444962920155
544	0.011258412050665356	-0.009341338387457654
545	0.010715498312492855	-0.011745805510145146
546	0.010919090964307543	-0.012844990480516572
547	0.011801325788837858	-0.011264912085607648
548	0.013090745916997548	-0.008860444962920155
549	0.011801325788837858	-0.009066542144864798
550	0.009968991922505666	-0.011264912085607648
551	0.011054819398850668	-0.010990115843014792
552	0.012683560613368172	-0.011677106449496932
553	0.012344239527010359	-0.009066542144864798
554	0.012004918440652546	-0.008654347780975513
555	0.010104720357048791	-0.012776291419868357
556	0.010919090964307543	-0.012913689541164786
557	0.011937054223380983	-0.011058814903663006
558	0.012412103744281922	-0.00961613463005051
559	0.011665597354294732	-0.00927263932680944
560	0.009426078184333164	-0.01181450457079336
561	0.012683560613368172	-0.01215799987403443
562	0.012276375309738796	-0.01078401866107015
563	0.012683560613368172	-0.009547435569402296
564	0.011190547833393794	-0.009203940266161226
565	0.010511905660678167	-0.01181450457079336
566	0.010308313008863479	-0.012844990480516572
567	0.011665597354294732	-0.01078401866107015
568	0.012072782657924108	-0.008997843084216584
569	0.011462004702480044	-0.009341338387457654
570	0.011190547833393794	-0.01181450457079336
571	0.011326276267936919	-0.011951902692089789
572	0.012140646875195671	-0.011402310206904076
573	0.013294338568812236	-0.008379551538382657
574	0.01186919000610942	-0.00961613463005051
575	0.011733461571566295	-0.011951902692089789
576	0.011054819398850668	-0.012501495177275501
577	0.01159773313702317	-0.010990115843014792
578	0.01315861013426911	-0.009822231811995152
579	0.012208511092467234	-0.00961613463005051
580	0.011801325788837858	-0.011677106449496932
581	0.013090745916997548	-0.012295397995330859
582	0.011665597354294732	-0.01147100926755229
583	0.012479967961553484	-0.009410037448105868
584	0.013362202786083799	-0.010577921479125507
585	0.011054819398850668	-0.010990115843014792
586	0.011394140485208482	-0.012089300813386217
587	0.012140646875195671	-0.010577921479125507
588	0.01315861013426911	-0.009135241205513012
589	0.010986955181579106	-0.009410037448105868
590	0.009629670836147852	-0.011058814903663006
591	0.012276375309738796	-0.012432796116627287
592	0.011665597354294732	-0.010715319600421935
593	0.012004918440652546	-0.008036056235141587
594	0.011394140485208482	-0.009066542144864798
595	0.011326276267936919	-0.011539708328200504
596	0.010376177226135042	-0.011608407388848718
597	0.011801325788837858	-0.010990115843014792
598	0.01186919000610942	-0.008860444962920155
599	0.011462004702480044	-0.009410037448105868
600	0.011122683616122231	-0.011196213024959434
601	0.011122683616122231	-0.012844990480516572
602	0.012276375309738796	-0.011264912085607648
603	0.012072782657924108	-0.008997843084216584
604	0.01186919000610942	-0.008860444962920155
605	0.012140646875195671	-0.011264912085607648
606	0.011258412050665356	-0.012226698934682645
607	0.01315861013426911	-0.011264912085607648
608	0.012208511092467234	-0.00892914402356837
609	0.010715498312492855	-0.009410037448105868
610	0.009968991922505666	-0.011402310206904076
611	0.01159773313702317	-0.01215799987403443
612	0.012819289047911298	-0.011264912085607648
613	0.012072782657924108	-0.008516949659679085
614	0.010715498312492855	-0.00961613463005051
615	0.010715498312492855	-0.011264912085607648
616	0.012479967961553484	-0.012707592359220143
617	0.012683560613368172	-0.011196213024959434
618	0.0139051165242563	-0.008860444962920155
619	0.011122683616122231	-0.009547435569402296
620	0.011258412050665356	-0.011058814903663006
621	0.011258412050665356	-0.012776291419868357
622	0.01159773313702317	-0.010646620539773721
623	0.012412103744281922	-0.00892914402356837
624	0.011801325788837858	-0.008860444962920155
625	0.012547832178825047	-0.011196213024959434
626	0.01057976987794973	-0.013188485783757642
627	0.010308313008863479	-0.010852717721718363
628	0.012547832178825047	-0.008654347780975513
629	0.012479967961553484	-0.009478736508754082
630	0.012547832178825047	-0.011951902692089789
631	0.012547832178825047	-0.011745805510145146
632	0.011665597354294732	-0.011402310206904076
633	0.013565795437898487	-0.009822231811995152
634	0.012208511092467234	-0.009203940266161226
635	0.011258412050665356	-0.011677106449496932
636	0.011394140485208482	-0.012570194237923715
637	0.012208511092467234	-0.01147100926755229
638	0.011462004702480044	-0.008997843084216584
639	0.01159773313702317	-0.010028328993939795
640	0.010715498312492855	-0.011677106449496932
641	0.010715498312492855	-0.012364097055979073
642	0.011326276267936919	-0.011196213024959434
643	0.01315861013426911	-0.009203940266161226
644	0.01261569639609661	-0.009684833690698724
645	0.011937054223380983	-0.011608407388848718
646	0.010104720357048791	-0.012364097055979073
647	0.012479967961553484	-0.010852717721718363
648	0.01261569639609661	-0.008379551538382657
649	0.012004918440652546	-0.00961613463005051
650	0.012208511092467234	-0.012226698934682645
651	0.011462004702480044	-0.012501495177275501
652	0.01085122674703598	-0.01112751396431122
653	0.01261569639609661	-0.008242153417086229
654	0.010783362529764418	-0.008723046841623727
655	0.010511905660678167	-0.01078401866107015
656	0.011258412050665356	-0.011745805510145146
657	0.011529868919751607	-0.011058814903663006
658	0.011394140485208482	-0.008654347780975513
659	0.010986955181579106	-0.009547435569402296
660	0.012004918440652546	-0.012226698934682645
661	0.012004918440652546	-0.012364097055979073
662	0.011665597354294732	-0.011608407388848718
663	0.010919090964307543	-0.008860444962920155
664	0.010647634095221292	-0.00961613463005051
665	0.011733461571566295	-0.012295397995330859
