T	1/Q	1/Q_err
100	0.0002321663051776952	0.004573667716228451
100	0.00013732300263942217	0.0042972931944359515
100	-2.8675217306512626	-9.437749583386948
100	7.519069797350441e-05	0.00574663833039484
120	0.00023641378004484313	0.004610145602148696
120	0.00013390119323344462	0.004465101751599501
120	0.00014826752766530543	0.004480383500814857
120	8.057199691218967e-05	0.005901199285366323
140	0.0002368686880619502	0.004709608845392997
140	0.0001375759396781777	0.004555313282803279
140	0.0001502927710549744	0.0043830323036892875
140	8.608189773899006e-05	0.006732443323844734
160	0.0002374364876569579	0.004526655963802552
160	-2.415963505297179	-6.1728039516806605
160	0.00015072561850405834	0.004488286193773067
160	8.242824411407737e-05	0.006273441081726988
180	0.0002508442973837076	0.004675055516035288
180	0.00015139572572376455	0.00463665271411454
180	0.0001607232354541921	0.004700381365873225
180	0.00010059918135281581	0.007484537419059139
200	0.0002689307965762221	0.00473180672083777
200	0.00017370859795526745	0.004439407798401187
200	0.00017118383145338665	0.004610544206157167
200	0.00013015237384835548	0.006340456564769132
220	0.00030094233661030523	0.004780372445821022
220	0.0002109175073809527	0.004534028259899607
220	-3.5289605086047553	-10.638940306421446
220	0.00014856171785517191	0.006818194193134998
240	0.00033609044945242167	0.004895462947530365
240	0.0002381724024489822	0.0044092673640827
240	0.0002484505175753517	0.0048241815966893736
240	0.00019185680475180847	0.006520288677851993
260	0.0003894639084751993	0.0050889172743997756
260	0.00031037614142041776	0.004857216930913785
260	0.0002950004369444073	0.004955360314844034
260	0.0002308311977151688	0.007808824289612411
280	0.0004931326357098181	0.005154406774552667
280	0.0003941233255922737	0.00535586182625563
280	0.0004011332259410015	0.005417929076015556
280	2.8377328826956547	9.45555193290245
300	0.000646545050667266	0.006605580346656003
300	0.0005766696726297402	0.007051887950394367
300	0.0005720339078090972	0.00644354195412865
300	0.005137301655440083	0.009634115003820906
60	0.00023315531407750543	0.004645699821765445
60	0.00013581200189241216	0.004273961221235573
60	0.0001473221492860049	0.004299254867848902
60	-5.501884727439226	-7.670991066479788
80	0.00023775004298925328	0.0046547231684855575
80	0.00013302419376737493	0.004423835584974573
80	0.00014639557235539348	0.004497607457242077
80	8.002684486185471e-05	0.005582843262230054
