T	1/Q	1/Q_err
100	0.0002321663051776952	1.0618515347872666e-06
100	0.00013732300263942217	5.901172046818991e-07
100	-2.8675217306512626	27.062952018806968
100	7.519069797350441e-05	4.3209374706368204e-07
110	0.0007300934106202286	2.9131651945811464e-06
110	0.0004211144520895751	1.5345761440381374e-06
110	0.00045098601385456545	1.6405420241855229e-06
110	0.00023984312540612646	1.1462954693651194e-06
120	0.00023641378004484313	1.0899019483610827e-06
120	0.00013390119323344462	5.978824524479167e-07
120	0.00014826752766530543	6.642953846582449e-07
120	8.057199691218967e-05	4.7547141059875127e-07
130	0.0007317224140454302	2.906959392195784e-06
130	0.00042655265189438224	1.5372972974195783e-06
130	0.00045710038802668164	1.670247382670889e-06
130	0.00024634133122719185	1.2424332356077596e-06
140	0.0002368686880619502	1.1155588684931954e-06
140	0.0001375759396781777	6.267015054101454e-07
140	0.0001502927710549744	6.587380705449311e-07
140	8.608189773899006e-05	5.795414977367486e-07
150	0.0007347178041804128	2.9150965852120306e-06
150	0.00043065276461811536	1.5959687947759744e-06
150	0.00045850480005174424	1.687673379067314e-06
150	-6.811041043735286	49.4309412956274
160	0.0002374364876569579	1.074793292876699e-06
160	-2.415963505297179	14.913269072614684
160	0.00015072561850405834	6.764997125796716e-07
160	8.242824411407737e-05	5.171087329198739e-07
170	0.0007523470379813617	3.039004295913079e-06
170	0.000454996291433284	1.7220173675939539e-06
170	0.0004829023819109049	1.8544559199063605e-06
170	0.000272542240552219	1.3634845055028157e-06
180	0.0002508442973837076	1.1727110161496984e-06
180	0.00015139572572376455	7.019694025824333e-07
180	0.0001607232354541921	7.554605009917394e-07
180	0.00010059918135281581	7.529383371618663e-07
190	0.0007827402774143045	3.171657678872109e-06
190	0.0004917027059710581	1.8575623069183579e-06
190	-9.053853281284352	190.2647587524467
190	0.0003229765368507991	1.5381433555398969e-06
200	0.0002689307965762221	1.2725285506796227e-06
200	0.00017370859795526745	7.711633044119509e-07
200	0.00017118383145338665	7.892506222951968e-07
200	0.00013015237384835548	8.252254731870917e-07
210	0.0008498834365925332	3.5683725767155667e-06
210	0.0005590902687924892	2.1615439464642638e-06
210	0.0005686550884357159	2.2825162693018523e-06
210	0.00039874104219026195	1.8720078917218266e-06
220	0.00030094233661030523	1.438616453712898e-06
220	0.0002109175073809527	9.563059389728237e-07
220	-3.5289605086047553	37.544400194764656
220	0.00014856171785517191	1.012922642002293e-06
230	0.000947383750244718	4.083093679070814e-06
230	0.0006430673059560458	2.616898835123438e-06
230	0.0006750183964752171	2.6799320798897526e-06
230	0.0005076540182474116	2.47733022470721e-06
240	0.00033609044945242167	1.6453183423131574e-06
240	0.0002381724024489822	1.0501658011434677e-06
240	0.0002484505175753517	1.1985704145749616e-06
240	0.00019185680475180847	1.2509617517920773e-06
250	0.0011079966454441363	4.855593005431903e-06
250	0.0007909529425960161	3.2632228936412983e-06
250	0.0008176056056829965	3.3918239598041274e-06
250	-21.843388471269588	333.2028831453475
260	0.0003894639084751993	1.981949611594695e-06
260	0.00031037614142041776	1.5075642490589448e-06
260	0.0002950004369444073	1.4618334580959656e-06
260	0.0002308311977151688	1.8025202635185347e-06
270	0.0012897113178734888	5.773484079967123e-06
270	42.335417425997306	0.41679202097185175
270	0.001017852104566498	4.143188600900356e-06
270	0.0009273193620177406	4.723258686852582e-06
280	0.0004931326357098181	2.5418061982556987e-06
280	0.0003941233255922737	2.110870074376577e-06
280	0.0004011332259410015	2.1733113681816697e-06
280	2.8377328826956547	26.832330644033743
300	0.000646545050667266	4.270805279915402e-06
300	0.0005766696726297402	4.066609915775529e-06
300	0.0005720339078090972	3.685924484152078e-06
300	0.005137301655440083	4.949335495782927e-05
50	-5.209601786995597	26.520535619415757
50	-14.955351978471482	625.7049560856758
50	0.0002609286992694516	9.416863874060057e-07
50	0.00022670560237230363	9.763513116279495e-07
60	0.00023315531407750543	1.0831696010535333e-06
60	0.00013581200189241216	5.804552294665418e-07
60	0.0001473221492860049	6.333754674598193e-07
60	-5.501884727439226	42.204908592987884
70	0.0007300560122773481	2.7868559713497827e-06
70	0.0004167936923650704	1.548554059097501e-06
70	0.0004512218488037144	1.6787233360601472e-06
70	0.0002282019868822556	1.0655369979515569e-06
80	0.00023775004298925328	1.1066606334105145e-06
80	0.00013302419376737493	5.88477162050666e-07
80	0.00014639557235539348	6.584298179328399e-07
80	8.002684486185471e-05	4.467773316345355e-07
90	0.00042451849779742397	1.158271395186332e-06
90	-6.0360976017481685	44.5385526671267
90	0.00026426331256764536	9.77044661143267e-07
90	0.00023623963870055294	1.0109276456656355e-06
