T	1/Q	1/Q_err
0.3	0.0006829115360330451	3.715826965620357e-07
0.2	0.0007324825768872704	4.0455814430094187e-07
0.1	0.000716348231071222	3.7661027872823884e-07
0.07	0.0009999999904679775	4.551443037134111e-07
0.05	0.0006785524838411446	3.5428500996197286e-07
0.04	0.0007486965135124965	3.9083753720404736e-07
0.03	0.0007630661416617274	3.957875304038053e-07
