	Q	sQ	Qc	sQc	Qi	sQi	T
0	3583.9955304401024	19.52558525385178	4477.458392479143	33.217459123376834	5.567721288285343e-05	1.9229350424218204e-06	50
1	2232.623753793229	22.71337154160192	2829.7066208600527	38.22528223460473	9.45099770111174e-05	2.22907500129063e-06	70
2	2016.2083658745612	20.935393091956715	2284.9402099157146	37.24367052948806	5.833227028956116e-05	2.1115970468821885e-06	90
3	2234.696896363873	24.679583192152425	2874.6728421892076	50.37213686421183	9.962230798024783e-05	2.7158756774020906e-06	110
4	2221.384386529379	29.368070691386706	2874.1289798567254	51.62532532395451	0.00010223822820827706	1.1551323761731065e-06	130
5	2193.2045729402407	20.481170643356094	2932.109100311929	33.95522430806465	0.00011490238913656685	1.9109221311635685e-06	150
6	2129.5173432860975	6.874257895904179	3110.7019890938273	10.927793103440317	0.00014811913090858865	2.4263508225137033e-06	170
7	1167.782885114606	10.552368769803138	1448.6236452369164	17.18554172511703	0.0001660131400559358	1.4599261035666165e-06	190
