T	Q	sigma_Q	Qc	sigma_Qc	Qi	sigma_Qi
0	21885.59514472662	130.85832468377325	4976.988766983596	12.172083186603324	-0.00015523255029808577	12.172083186603324
0	13925.918308860606	65.96011532360771	3207.791608827208	6.32436925953145	-0.00023993239898168715	6.32436925953145
0	21874.902623601352	130.72268402367456	4961.432633951515	12.11755718183753	-0.00015584019746397193	12.11755718183753
0	13888.290758216435	65.9829552333126	3214.2964636032984	6.359726633671986	-0.00023910696984386944	6.359726633671986
0	14185.076276175438	68.16735870019058	3225.235677661123	6.3703460283127695	-0.00023955823628394706	6.3703460283127695
0	13504.648629013469	63.19495746291406	3203.1034008506003	6.331790434111147	-0.0002381486511702334	6.331790434111147
0	13483.956257936785	60.95180054673308	3214.9620573296047	4.3815209593313025	-0.0002368834512322012	4.3815209593313025
0	13370.263850160934	63.05548408466127	3218.488273294645	6.4209574674885825	-0.0002359120364097426	6.4209574674885825
0	20188.625594175857	118.92768547157799	4916.390797517816	12.105748854458232	-0.00015386840123149596	12.105748854458232
0	11908.57585266026	54.725615180619776	3231.1124576672664	6.44166121255014	-0.00022551783276527737	6.44166121255014
0	10862.14663567304	47.627113763224756	3183.8395861012723	6.479012109201761	-0.00022202334205251079	6.479012109201761
0	15447.74424204255	88.41374090357385	4958.257292058058	12.954891107637097	-0.00013694939474753965	12.954891107637097
0	8190.661091415993	35.97663614916786	3264.012034804813	7.20918322430005	-0.00018428115233315746	7.20918322430005
0	7234.925190144546	31.249791221317807	3305.0757643786583	7.349183809300607	-0.000164346494898666	7.349183809300607
0	5959.750903456613	26.149169057095726	3346.3711477283086	8.115393398033335	-0.00013103892067757776	8.115393398033335
0	7506.951636613472	32.90928915553102	3281.873482166067	7.407219866087011	-0.00017149414372771816	7.407219866087011
0	4437.491107815745	20.523268665589388	3553.492199817886	9.818368696685438	-5.606074518051368e-05	9.818368696685438
