F	I	Q
5.2466	0.00821790793741966	0.001381847481422301
5.246700050025012	0.008170855950781698	0.0011006453107358539
5.246800100050025	0.008210667056427336	0.00080225313381452
5.246900150075038	0.008329571390597265	0.00048485897605714853
5.24700020010005	0.00826829182849906	0.0001883669972194184
5.2471002501250625	0.008510861341741838	-0.00014126986533374294
5.247200300150075	0.008402220647232752	-0.0004362348992828629
5.247300350175087	0.008629236693144776	-0.0007629332412281655
5.2474004002001	0.008441997403348068	-0.0010683086461067432
5.247500450225113	0.008821491014368804	-0.0013581295723866789
5.247600500250125	0.009347128137106484	-0.0015031214725873725
5.2477005502751375	0.008877762414945756	-0.0020315462003723953
5.24780060030015	0.009003797711610969	-0.0022885208454928945
5.247900650325162	0.009182353440141741	-0.00253366675754296
5.248000700350175	0.009539203840772824	-0.002791801880778803
5.248100750375188	0.009615006384292064	-0.0030597705290972953
5.2482008004002	0.00981037964286952	-0.0033270876809299806
5.248300850425212	0.0100406657640684	-0.0036201728760606785
5.248400900450225	0.010111913559866662	-0.00383222819576913
5.248500950475237	0.010342495087026327	-0.004115914196807717
5.24860100050025	0.010744892964867176	-0.004249233451637701
5.248701050525263	0.01066200067828904	-0.0046355912269864345
5.248801100550275	0.010904515232283302	-0.004828644565858849
5.248901150575287	0.01129716471341817	-0.005072053153946763
5.2490012006003	0.011550176483879477	-0.005275666165026632
5.249101250625313	0.011734489193692571	-0.005618679064804019
5.249201300650325	0.012053245965194219	-0.005823343971251597
5.249301350675338	0.012478342012673237	-0.0059784001348736635
5.24940140070035	0.012458329976306413	-0.006300741594070132
5.249501450725362	0.012911695687242172	-0.006434970229411556
5.249601500750375	0.01333029280358387	-0.0065871218045344
5.249701550775388	0.013378031780828314	-0.006823893272173155
5.2498016008004	0.013832256230022176	-0.006920151877951139
5.249901650825413	0.014105472394220123	-0.007065327011538466
5.250001700850425	0.014338018714514329	-0.007346094851234375
5.250101750875437	0.014532766811639885	-0.007592828785968595
5.2502018009004505	0.015080868527209532	-0.0077113332821681976
5.250301850925463	0.015251668131793121	-0.007919968245326163
5.250401900950475	0.015688965132443264	-0.008074230397606153
5.2505019509754876	0.016116726703475432	-0.0081921716208024
5.2506020010005	0.01633648125867694	-0.008473523092766845
5.250702051025512	0.016826319300910837	-0.008452878797872836
5.2508021010505255	0.017112959261559445	-0.008673865048574226
5.250902151075538	0.01751550827733372	-0.008656824343617336
5.25100220110055	0.017722718384060865	-0.008929244884588843
5.2511022511255625	0.018189981914965757	-0.008858672885048146
5.251202301150575	0.018606305092399997	-0.00889631716636868
5.251302351175588	0.018892615297557494	-0.00918288061021958
5.2514024012006	0.01924234160559936	-0.009348163911384473
5.251502451225613	0.01959806534163581	-0.009376741533277527
5.251602501250625	0.020057167424135696	-0.009398430937117518
5.2517025512756375	0.02041069966013747	-0.009546422435721616
5.25180260130065	0.020801652274474326	-0.009674957263233955
5.251902651325663	0.02124307121876336	-0.009652860674090335
5.252002701350675	0.02160734111794445	-0.009688143280649819
5.252102751375688	0.021956352955755574	-0.009790380723969429
5.2522028014007	0.02232844080803843	-0.009813352761515853
5.252302851425712	0.022753976529505598	-0.009891111581665609
5.252402901450726	0.023169138692814884	-0.00991440258103321
5.252502951475738	0.023551146689455345	-0.00991251595579306
5.25260300150075	0.02390039210407267	-0.009938155057078256
5.252703051525763	0.024203396180967684	-0.009843002638041798
5.252803101550775	0.02473173317678884	-0.010066085893056879
5.252903151575788	0.025084681470775104	-0.009874288042203989
5.253003201600801	0.0254107134727994	-0.009926441693177185
5.253103251625813	0.025839615448238328	-0.009926482411707547
5.253203301650825	0.026272385180791752	-0.009985850028976711
5.253303351675838	0.02662297022709172	-0.009860688053062767
5.25340340170085	0.026952237954872543	-0.009827258139634795
5.253503451725863	0.027411862150233356	-0.009807414642504592
5.2536035017508755	0.027569066210714664	-0.009519914672455342
5.253703551775888	0.027990287631173123	-0.009557138195628796
5.2538036018009	0.028562935521112377	-0.009637672662264958
5.253903651825913	0.028859791032079373	-0.009463750246241397
5.254003701850926	0.029063208950658736	-0.00922292728483153
5.254103751875938	0.029464040489916805	-0.009184712944085913
5.2542038019009505	0.02994431562290847	-0.009173440697597107
5.254303851925963	0.030348114961586542	-0.009032744602349704
5.254403901950975	0.03059655137460868	-0.008879642928185058
5.2545039519759875	0.030853211065190407	-0.00865194490639551
5.254604002001001	0.03134077516851685	-0.008595183275069576
5.254704052026013	0.03147273232420994	-0.008338167911418714
5.254804102051025	0.03195891557641735	-0.008293805072588293
5.254904152076038	0.032270005532750654	-0.008083738174445899
5.25500420210105	0.03267966490130202	-0.008006162587682775
5.255104252126063	0.032759616868084415	-0.007696898563154537
5.255204302151076	0.03328137936380154	-0.0075401254348355
5.255304352176088	0.033447335684609426	-0.0073230142309403164
5.2554044022011	0.03389375592051365	-0.0071749820138058565
5.255504452226113	0.03407426270236683	-0.006837520407001284
5.255604502251125	0.034474929363879345	-0.0067136817833241364
5.255704552276138	0.03454204147622659	-0.006384811786426144
5.255804602301151	0.03478859553498696	-0.00611899443379516
5.255904652326163	0.034984738223043675	-0.005785760767726606
5.256004702351175	0.035259919180376166	-0.005557370530920889
5.256104752376188	0.03567284862421438	-0.005404438517299422
5.256204802401201	0.03618507569031353	-0.005224326884660695
5.256304852426213	0.036323414988740844	-0.004877513588716101
5.256404902451226	0.036378229969232054	-0.004584095858920773
5.256504952476238	0.03673986182448425	-0.004339506433452334
5.25660500250125	0.036976640006914384	-0.004059240788964235
5.256705052526263	0.037050148001807975	-0.0037681304425561395
