	Q	sQ	Qc	sQc	Qi	sQi	T
0	3579.482917479447	43.57863814064233	4645.546224973977	77.12485777183521	6.411002050241585e-05	4.197592067283228e-06	50
1	1286.368601590736	47.294063311583244	1520.236277014546	85.420700493635	0.00011958967237481632	4.070834914801688e-06	60
2	1272.9674039346316	37.02524887373751	1471.7612285567623	70.29614237051445	0.00010610802921147392	4.072954092104204e-06	70
3	1300.4634345294546	39.902717406778955	1547.4274154911286	80.72251840474445	0.00012272278002728698	3.966444774663274e-06	80
4	1277.7461897360276	52.86825353490183	1527.5503642068452	99.24084845360402	0.00012798514326938944	2.11096973475799e-06	90
5	1291.8854832390625	18.860698485687635	1545.7164805619939	29.60549809316891	0.00012711324349467255	6.134711921999965e-06	100
6	1292.0388921198728	18.799974015901398	1551.279144948193	29.688053738443184	0.00012934120289860386	6.039909152821113e-06	110
7	2272.7647613083113	18.211734234366872	3023.802392176962	28.21065214864922	0.0001092833009373136	6.277600114374117e-06	120
8	2229.907595357491	18.386267296467395	2980.6728067149534	28.139207845288244	0.00011295435189359875	6.053889320981449e-06	130
9	1260.8344677274042	18.487169898659204	1492.6329986410674	29.334376376461954	0.00012316847600714068	6.289723045178746e-06	140
10	1288.7477197339754	18.429961522243275	1511.0994154621687	31.179508053583877	0.00011417722890674034	6.738609530875718e-06	150
11	2179.0651107303092	17.652552174195762	2990.72345912319	29.12351412738711	0.0001245451429514472	7.043579874107639e-06	160
12	1258.5087654754977	17.67622770768537	1522.4081358987323	31.24876164630636	0.00013773712484884432	7.480442473608258e-06	170
13	2224.492151565734	18.44678148162336	3225.6809241887577	28.545362782201952	0.00013952874470270197	6.162463925406775e-06	180
14	1216.5009048122843	18.318556679940684	1541.102051872709	27.572089933885433	0.00017314350913943293	6.115969732747579e-06	190
15	1158.8661490247748	18.775652967629753	1454.485744239207	29.35063347084984	0.0001753842023365213	6.073701127783404e-06	200
16	1131.1793742937793	18.885979874240775	1484.6230975189453	29.499410620818146	0.00021046146193975772	6.227139561293055e-06	210
