	Q	sQ	Qc	sQc	Qi	sQi	T
0	2083.170490927601	33.47639831749521	2440.0741989383714	49.4542765783331	7.021391873965326e-05	8.405486524522785e-06	50
1	1286.4222367219259	28.709164219221307	1520.3569919109664	41.57245527208837	0.00011960948887833271	7.308029977205443e-06	60
2	1286.4222367219259	33.08888435100871	1520.3569919109664	49.303111525149184	0.00011960948887833271	8.946951011499352e-06	60
3	1334.3816619730435	33.839255080849554	1575.727348618123	49.524456058092554	0.00011478321998666879	9.65891287937946e-06	70
4	1295.5396347419883	36.875018124655426	1539.3413048852653	51.533932799534256	0.0001222506141354635	9.665224432330237e-06	80
5	1366.5276834992712	28.311478106888245	1684.2814821222564	41.75742059845279	0.00013805674925683044	8.458616106365308e-06	90
6	1340.0929693082294	37.30719288067976	1627.148124288291	54.94789537724148	0.00013164468564655287	1.092445809729359e-05	100
7	1290.972242929509	27.09852199094194	1550.0491520786995	42.32840743999888	0.00012946916070473254	8.033384304992915e-06	110
8	1317.6597893162707	29.340802730634376	1611.856259106385	47.32001552409605	0.0001385185236748361	9.40510488558966e-06	120
9	1331.313934432318	29.760094260248756	1609.9851711246258	47.29998646549884	0.00013001390161472353	1.026217052317373e-05	130
10	1280.882341161883	10.589469332879169	1524.092561627769	18.265585974264052	0.00012458370424733793	8.127971483258771e-06	140
11	1303.4659803042414	35.364784910745165	1537.326111858079	51.02399059221215	0.00011670527464504713	9.472239765599524e-06	150
12	1251.0487920809642	30.945082638326575	1499.3764021599168	44.799240513875084	0.00013238539924585757	8.464229583345496e-06	160
13	1238.0179190493118	26.209667810174583	1484.9104466799204	40.12521170596959	0.00013430146576945762	6.89273797775766e-06	170
14	1272.2212394934195	12.820324488199162	1581.4169287933296	20.761833011492694	0.00015368249592828863	3.885027884136476e-06	180
15	1207.0408593480204	18.823714484270795	1522.228946741575	32.09047926638835	0.00017154096428399803	2.5052032527336556e-06	190
16	1151.131927686087	12.07530523145931	1436.5730059861846	18.686156393538134	0.00017260909365500953	4.033463444433528e-06	200
17	1168.6871806676056	12.07530523145931	1556.3232730797422	18.686156393538134	0.00021312093597543962	4.033463444433528e-06	210
