	Q	sQ	Qc	sQc	Qi	sQi	T
0	4174.302491426232	118.62639772152468	5365.365334834372	195.0049075664839	5.318038296359073e-05	3.5147636275299407e-06	60
1	4019.475437774519	138.8227619215974	5178.107276123646	232.48429091322626	5.5667925291063476e-05	4.106031305930149e-06	80
2	2031.45043432463	15.335315687545856	2310.0715957274597	21.065870336214186	5.937210238448905e-05	3.937257568595687e-06	90
3	4200.266071473605	131.9608685027225	5372.738071563945	220.31506093166684	5.195531822689059e-05	3.868999439187825e-06	100
4	1268.4076076777367	68.1963255079162	1446.5305202144757	120.48321502626945	9.708080042025849e-05	3.2738588491061987e-06	110
5	4183.57162062191	17.343049831299165	5420.290572806484	25.29491178379322	5.4538255096477144e-05	5.030169169830056e-06	120
6	1290.750865933313	129.22647126482718	1480.6092952501376	248.01143593208835	9.934522256038216e-05	4.428618402918351e-06	130
7	4087.0289751231603	138.75648778552377	5291.519035638346	304.84046476249523	5.569486313977061e-05	5.985693613981466e-06	140
8	1253.1759967683613	13.516915362000567	1428.9899017508765	28.01987543476258	9.8177505310132e-05	4.910457912347713e-06	150
9	4268.062988450572	16.171343364379812	5512.782746398309	96.26334180493325	5.290173132478536e-05	1.1810342066032218e-05	160
10	1223.459609020847	21.95594474995405	1456.7564766019077	226.67517051996128	0.00013089778987556525	2.809486558888209e-05	170
11	3846.7418795464955	82.20518840008945	5309.365886459116	141.14063059198168	7.161384578974773e-05	0.000212144332411742	180
12	1167.783827551499	656.0545535066539	1448.636905970688	27206.516822632246	0.00016601876803635162	0.0007907786477497808	190
13	1167.783827551499	134.5795828644422	1448.636905970688	216.90025172236267	0.00016601876803635162	3.882155363791999e-06	190
14	1167.8041162860563	115.03062609281362	1448.66501148539	188.24975137318648	0.0001660172833649363	3.704473573800559e-06	190
15	3383.937538195616	18.13725566265245	4924.43530404279	25.066766109920355	9.244475983831886e-05	2.1308659998779605e-06	200
16	1156.0701847300843	7.438570326798391	1650.0008045635036	10.724736104161723	0.0002589390754938029	2.414266541754757e-06	210
17	3051.119373047687	7.301480834379298	4769.643419735293	10.725003750806222	0.00011808928735681596	2.429246222231784e-06	220
18	963.7658269239118	7.280156423726339	1491.9194772570809	11.738993456668094	0.0003673189878135322	2.679955722587539e-06	230
19	2637.2711598766145	22.584405832254106	4695.56696479098	54.45161945514419	0.00016621299105815454	1.2822481404210217e-06	240
20	909.5623428791625	7.1141612283284985	1841.3991295484093	16.833905142146314	0.0005563645448698974	4.224200318122477e-06	250
21	2383.46162605327	22.706252476234113	5073.617304992537	72.8052228078824	0.00022245980038204213	1.8891551623994743e-06	260
22	711.0158772751005	25.029716649700276	1608.7281144206402	125.82610570914044	0.0007848292758293187	2.7376070312512868e-06	270
23	900.6890830998002	7.154409594114554	1026.665573155211	11.592395597230086	0.00013623403061788477	2.6694207894897237e-06	280
24	6249.439723880808	7.154409594114554	24095.935281041864	11.592395597230086	0.00011851356887782313	2.6694207894897237e-06	300
