T	1/Q	1/Q_err	T_err
100	0.00024874853505124037	1.047950256212031e-06	10
100	-47.00403969225144	13356.464540525976	10
100	81.92612522632983	47499.709029172576	10
100	-7.668438352924627e-05	4.3043141044282105e-07	10
110	0.0007597723265863653	2.8262860732705416e-06	10
110	0.00043250386036025834	1.5230440690729964e-06	10
110	0.000464463208743807	1.6309027908325685e-06	10
110	-5.102418955462406	31.695538275511407	10
120	0.0002543710932711454	1.076835648454434e-06	10
120	0.00014263080629588513	5.997284849636952e-07	10
120	0.5951304423213369	1.918488695574467	10
120	-8.227122280205e-05	4.830233415317595e-07	10
130	0.0007584794877620005	2.815516964081033e-06	10
130	0.0004379318965712867	1.5469387404558453e-06	10
130	0.000469410767047561	1.4498319595760945e-06	10
130	-4.309518673652741	20.680028145448926	10
140	-0.36283168424579343	0.12447509046164223	10
140	-0.00014685950466655377	6.349796034701238e-07	10
140	0.8170706608854825	0.0028824010145971917	10
140	-8.760569396205817e-05	5.733663196953747e-07	10
150	0.000759378121127364	2.8297091637963855e-06	10
150	0.00044213166137289705	1.5872849162928675e-06	10
150	0.0004694033320136127	1.6801113296843494e-06	10
150	-6.13378083768594	44.13931674450762	10
160	1.2522389665739422	0.007508080053000963	10
160	0.7665852247021215	0.0030092239290704943	10
160	-0.00015982148052701457	0.0	10
160	-8.43755101846689e-05	5.148814494174072e-07	10
170	0.0007763385963647158	2.969632082643436e-06	10
170	0.00046512271223626383	1.7155172047338887e-06	10
170	0.0004937621107467808	1.849610642030085e-06	10
170	-5.446489285603578	35.72842521806095	10
180	0.00026514873953250966	1.168162659907775e-06	10
180	0.00015769192560382748	7.059766081744071e-07	10
180	0.00016690428337390472	7.607077305004488e-07	10
180	-0.00010160521968112851	7.389197986293531e-07	10
190	0.0008028224999468882	3.1159092757517133e-06	10
190	0.0005010863316438235	1.9226195212654313e-06	10
190	0.0005210903543213597	2.0065017742450823e-06	10
190	-4.366845557657663	17.43558521965414	10
200	-0.0002827607021720269	1.2420482008689491e-06	10
200	-0.00017955230783244828	7.804864028582315e-07	10
200	0.00017682581500569382	7.955763798009411e-07	10
200	0.0001318862744070646	8.443079843633136e-07	10
210	0.0008671365813363446	3.5234453878354786e-06	10
210	0.000567481409945135	2.18849631440788e-06	10
210	0.0005766700891185345	2.280440461229156e-06	10
210	-5.62980007260091	30.196321395900693	10
220	-0.00031331330121555127	1.4437715491635333e-06	10
220	0.27091844649762215	95.92602764822564	10
220	-0.00021014899181433661	9.631366665102524e-07	10
220	-66.99408001170967	24592.58803522766	10
230	0.0009636495568176426	4.053222774344745e-06	10
230	0.0006496973032883878	2.6182379174387376e-06	10
230	0.0006820947362355488	2.666941411055164e-06	10
230	-7.5478643537581	47.295180881825495	10
240	-0.00034714692473340297	1.6572350945637585e-06	10
240	0.5519038901692331	0.001777800989980847	10
240	-0.015380674167232556	0.22861857425944423	10
240	-0.0001931737461392389	1.3529327619910511e-06	10
250	0.0011206709507795992	4.8048271196530895e-06	10
250	0.0007976986576591438	3.2684138342802776e-06	10
250	0.0008253501198020672	3.397795031816923e-06	10
250	-7.227683176530928	37.31122104534852	10
260	5.202953262329114	49.37748740130607	10
260	8.824792428599954	0.038131855659866584	10
260	0.0002992556052687824	1.48906309976938e-06	10
260	0.00023236098074973932	1.8089645514084097e-06	10
270	0.0012993219857234807	5.7342792274924815e-06	10
270	-15.533952090746947	384.5940732680676	10
270	-17.377565965303237	499.875382863861	10
270	-6.740219986964011	27.656205194742856	10
280	-128.53649219884048	17538.30991788964	10
280	2.747164915308986	0.007561217967463593	10
280	-6.365270294933844	121.54837730345318	10
280	21.81779781441642	757.5093426121734	10
300	0.0006515378325724278	4.266310895777564e-06	10
300	-0.0005800353426360066	4.071146018473785e-06	10
300	-2.2248285548038265	5.906523730453596	10
300	774.0159066200005	347798.612616584	10
50	0.00044245237755407863	1.596200342441462e-06	10
50	0.0002571611303056309	8.873763122152558e-07	10
50	0.0002707770790175543	9.419758436106859e-07	10
50	0.0002295616555905892	9.886934619265436e-07	10
60	-0.0002511431128431231	1.0573170945451733e-06	10
60	-0.07183437546124427	2.9680064803742966e-05	10
60	-2.0603720230478997	0.007744474709149978	10
60	-8.214649485927161e-05	4.40242819055221e-07	10
70	0.0007576613117152249	2.853848792750207e-06	10
70	0.00042921813166801664	1.5370923565435987e-06	10
70	0.0004658667718269153	1.665235931031496e-06	10
70	-4.076981512708818	23.2463435375592	10
80	0.0001278739116881061	1.6351753642007187e-08	10
80	0.9476847617681734	0.003964795736023742	10
80	-0.00015614353747627044	6.664419691643747e-07	10
80	2.6169436118640115	8.628543771615467	10
90	0.00044435744939786624	1.6020511905712514e-06	10
90	0.00026383822538726204	9.247708792357368e-07	10
90	0.0002747317590790738	9.53909630189015e-07	10
90	-4.725948253166097	29.763842229351145	10
