	Q	sQ	Qc	sQc	Qi	sQi	T
0	3390.0297787994596	23.43418827841926	4646.0426324674645	44.15681010581236	7.974571937336805e-05	3.075776161479861e-06	50
1	2085.273786883794	22.18033501447011	2815.139195775168	42.15401661774237	0.0001243311136619513	3.0270020182040527e-06	60
2	2001.1262134868712	22.742973110157077	2291.6168342551973	42.751699067187914	6.334547976359823e-05	3.002670948962441e-06	70
3	1258.6592251090206	32.215647157355946	1428.2212640360742	71.97648307951854	9.43245999979362e-05	1.8184108523152627e-06	80
5	1266.3020318169304	34.15932693021923	1463.2078840571562	69.46270416366629	0.00010627112736025265	1.8539759734537064e-06	90
6	1263.5160357772645	18.716551711418177	1116.7535238481935	33.862770994161636	0.00010401046709535118	2.5566718613530263e-06	100
7	2137.2124374459727	6.553598502739874	2934.0339619917277	6.188433749893972	0.00012707152082885555	2.1776623768222765e-06	110
8	2107.9657626065996	10.078588019085373	2894.1269416963555	16.526820223341378	0.00012886366099724555	1.3750483667288743e-06	120
9	2019.716907794497	6.5281102834047715	2314.4486881850416	9.823101821911894	6.305055439247644e-05	2.2108600853084354e-06	130
10	2072.138596248632	6.754921580570453	2869.457286296546	10.234755599504409	0.0001340952456145543	2.216834309346374e-06	140
11	1249.2303759519734	6.426237454776356	1452.2998115824169	10.165260753727004	0.00011192980443013263	2.33087943919228e-06	150
12	3238.8770031516187	6.549572773570844	4681.471176186176	10.312013713559335	9.514092378269873e-05	2.406703480405288e-06	160
13	1196.7383723636738	6.437425691495378	1428.640142746182	12.156186252865773	0.0001356381940045117	2.93328900330905e-06	170
14	1188.8974226420728	9.886639503957099	1447.1623758363928	16.20070946630526	0.00015010799616107422	1.4051161731271422e-06	180
15	1883.5738039479545	6.532793488944208	3208.849074009436	6.299069131242915	0.00021926744768869998	2.112142373502066e-06	190
16	1197.7982442296714	6.577604241307199	1463.0485418600838	9.909143000493897	0.0001513608200839594	2.1853468400008277e-06	200
17	1047.246902926547	6.648067473111723	1465.8234518744598	9.696997396362061	0.00027267425963272015	2.09182441449513e-06	210
